1.56765e+00, 1.60417e+00, -2.99792e-02, 1.00000e+00, 2.51062e-01
1.56400e+00, 1.60417e+00, -3.42867e-02, 9.96796e-01, 2.23147e-01
1.55683e+00, 1.60417e+00, -3.49642e-02, 9.90492e-01, 2.20684e-01
1.54957e+00, 1.60417e+00, -3.35384e-02, 9.84111e-01, 1.94856e-01
1.53929e+00, 1.60417e+00, -3.21803e-02, 9.75077e-01, 2.57281e-01
1.53632e+00, 1.60417e+00, -3.17810e-02, 9.72464e-01, 2.64411e-01
1.53128e+00, 1.60417e+00, -3.12531e-02, 9.68032e-01, 2.91599e-01
1.52170e+00, 1.60417e+00, -3.02516e-02, 9.59615e-01, 3.39105e-01
1.51481e+00, 1.60417e+00, -2.97635e-02, 9.53559e-01, 3.52288e-01
1.50703e+00, 1.60417e+00, -2.92107e-02, 9.46720e-01, 3.68915e-01
1.49750e+00, 1.60417e+00, -2.87041e-02, 9.38351e-01, 3.96863e-01
1.49433e+00, 1.60417e+00, -2.85393e-02, 9.35559e-01, 4.04581e-01
1.48432e+00, 1.60417e+00, -2.83609e-02, 9.26765e-01, 4.03356e-01
1.47750e+00, 1.60417e+00, -2.82236e-02, 9.20770e-01, 4.02078e-01
1.47431e+00, 1.60417e+00, -2.82459e-02, 9.17963e-01, 4.02746e-01
1.46417e+00, 1.60417e+00, -2.84239e-02, 9.09058e-01, 4.10024e-01
1.45472e+00, 1.60417e+00, -2.86890e-02, 9.00753e-01, 3.95773e-01
1.45240e+00, 1.60417e+00, -2.87605e-02, 8.98714e-01, 3.92728e-01
1.44143e+00, 1.60417e+00, -2.92937e-02, 8.89066e-01, 3.97707e-01
1.44082e+00, 1.60417e+00, -2.93230e-02, 8.88530e-01, 3.98011e-01
1.44063e+00, 1.60417e+00, -2.93355e-02, 8.88366e-01, 3.97792e-01
1.42770e+00, 1.60417e+00, -3.02311e-02, 8.76998e-01, 3.78633e-01
1.41490e+00, 1.60417e+00, -3.12549e-02, 8.65755e-01, 3.58632e-01
1.41453e+00, 1.60417e+00, -3.12846e-02, 8.65430e-01, 3.58048e-01
1.41431e+00, 1.60417e+00, -3.13058e-02, 8.65234e-01, 3.57776e-01
1.39557e+00, 1.60417e+00, -3.31862e-02, 8.48763e-01, 3.40131e-01
1.39500e+00, 1.60417e+00, -3.32475e-02, 8.48265e-01, 3.39320e-01
1.39271e+00, 1.60417e+00, -3.35013e-02, 8.46250e-01, 3.36189e-01
1.37843e+00, 1.60417e+00, -3.50708e-02, 8.33699e-01, 3.15193e-01
1.36666e+00, 1.60417e+00, -3.65228e-02, 8.23357e-01, 2.93549e-01
1.36407e+00, 1.60417e+00, -3.68396e-02, 8.21082e-01, 2.90339e-01
1.36165e+00, 1.60417e+00, -3.71690e-02, 8.18954e-01, 2.85493e-01
1.34898e+00, 1.60417e+00, -3.88917e-02, 8.07818e-01, 2.63543e-01
1.34275e+00, 1.60417e+00, -3.97489e-02, 8.02339e-01, 2.55580e-01
1.33672e+00, 1.60417e+00, -4.05776e-02, 7.97044e-01, 2.45766e-01
1.32574e+00, 1.60417e+00, -4.20936e-02, 7.87392e-01, 2.26878e-01
1.32469e+00, 1.60417e+00, -4.22399e-02, 7.86465e-01, 2.25583e-01
1.32321e+00, 1.60417e+00, -4.24579e-02, 7.85167e-01, 2.22210e-01
1.31154e+00, 1.60417e+00, -4.41791e-02, 7.74910e-01, 1.99390e-01
1.30598e+00, 1.60417e+00, -4.50175e-02, 7.70026e-01, 1.89299e-01
1.29548e+00, 1.60417e+00, -4.66154e-02, 7.60797e-01, 1.74823e-01
1.28380e+00, 1.60417e+00, -4.84584e-02, 7.50528e-01, 1.48370e-01
1.28231e+00, 1.60417e+00, -4.86933e-02, 7.49220e-01, 1.45015e-01
1.28133e+00, 1.60417e+00, -4.88474e-02, 7.48359e-01, 1.43184e-01
1.26784e+00, 1.60417e+00, -5.09687e-02, 7.36508e-01, 1.16232e-01
1.26532e+00, 1.60417e+00, -5.13658e-02, 7.34291e-01, 1.10310e-01
1.25327e+00, 1.60417e+00, -5.32615e-02, 7.23701e-01, 8.24612e-02
1.24757e+00, 1.60417e+00, -5.41593e-02, 7.18687e-01, 6.92428e-02
1.24052e+00, 1.60417e+00, -5.52689e-02, 7.12490e-01, 5.63576e-02
1.23238e+00, 1.60417e+00, -5.65483e-02, 7.05343e-01, 3.66621e-02
1.23034e+00, 1.60417e+00, -5.68695e-02, 7.03549e-01, 3.27247e-02
1.21892e+00, 1.60417e+00, -5.86667e-02, 6.93512e-01, 1.18007e-02
1.21643e+00, 1.60417e+00, -5.90593e-02, 6.91321e-01, 5.07919e-03
1.20231e+00, 1.60417e+00, -6.12874e-02, 6.78908e-01, -3.05202e-02
1.19963e+00, 1.60417e+00, -6.17027e-02, 6.76555e-01, -3.62205e-02
1.19384e+00, 1.60417e+00, -6.25616e-02, 6.71464e-01, -5.26492e-02
1.18869e+00, 1.60417e+00, -6.33262e-02, 6.66945e-01, -6.71475e-02
1.18439e+00, 1.60417e+00, -6.39605e-02, 6.63162e-01, -7.67241e-02
1.17905e+00, 1.60417e+00, -6.47471e-02, 6.58470e-01, -8.88036e-02
1.16650e+00, 1.60417e+00, -6.65839e-02, 6.47439e-01, -1.17807e-01
1.16158e+00, 1.60417e+00, -6.73055e-02, 6.43114e-01, -1.28364e-01
1.16050e+00, 1.60417e+00, -6.74612e-02, 6.42164e-01, -1.32033e-01
1.15756e+00, 1.60417e+00, -6.78457e-02, 6.39584e-01, -1.38622e-01
1.14112e+00, 1.60417e+00, -7.00037e-02, 6.25135e-01, -1.78035e-01
1.13110e+00, 1.60417e+00, -7.12502e-02, 6.16326e-01, -2.03117e-01
1.12341e+00, 1.60417e+00, -7.22137e-02, 6.09564e-01, -2.19684e-01
1.11696e+00, 1.60417e+00, -7.29723e-02, 6.03900e-01, -2.34962e-01
1.10757e+00, 1.60417e+00, -7.40761e-02, 5.95650e-01, -2.53698e-01
1.09793e+00, 1.60417e+00, -7.51113e-02, 5.87175e-01, -2.72472e-01
1.09164e+00, 1.60417e+00, -7.57843e-02, 5.81645e-01, -2.86099e-01
1.08245e+00, 1.60417e+00, -7.66581e-02, 5.73568e-01, -3.05120e-01
1.07594e+00, 1.60417e+00, -7.72487e-02, 5.67849e-01, -3.15189e-01
1.06502e+00, 1.60417e+00, -7.81366e-02, 5.58251e-01, -3.23952e-01
1.05674e+00, 1.60417e+00, -7.87873e-02, 5.50970e-01, -3.29367e-01
1.04765e+00, 1.60417e+00, -7.94720e-02, 5.42982e-01, -3.43249e-01
1.04247e+00, 1.60417e+00, -7.98508e-02, 5.38429e-01, -3.53640e-01
1.03622e+00, 1.60417e+00, -8.02399e-02, 5.32942e-01, -3.57060e-01
1.02808e+00, 1.60417e+00, -8.07332e-02, 5.25789e-01, -3.63031e-01
1.01812e+00, 1.60417e+00, -8.12373e-02, 5.17030e-01, -3.74657e-01
1.01586e+00, 1.60417e+00, -8.13456e-02, 5.15048e-01, -3.76784e-01
1.00335e+00, 1.60417e+00, -8.19481e-02, 5.04052e-01, -3.77022e-01
1.00247e+00, 1.60417e+00, -8.19868e-02, 5.03277e-01, -3.76964e-01
9.87487e-01, 1.60417e+00, -8.25372e-02, 4.90108e-01, -3.88503e-01
9.84906e-01, 1.60417e+00, -8.26074e-02, 4.87840e-01, -3.88320e-01
9.67468e-01, 1.60417e+00, -8.29759e-02, 4.72514e-01, -3.79961e-01
9.66323e-01, 1.60417e+00, -8.29964e-02, 4.71508e-01, -3.79823e-01
9.64327e-01, 1.60417e+00, -8.30256e-02, 4.69753e-01, -3.78432e-01
9.52266e-01, 1.60417e+00, -8.32187e-02, 4.59154e-01, -3.71870e-01
9.43757e-01, 1.60417e+00, -8.32862e-02, 4.51675e-01, -3.74407e-01
9.40599e-01, 1.60417e+00, -8.33116e-02, 4.48899e-01, -3.74339e-01
9.34983e-01, 1.60417e+00, -8.33274e-02, 4.43963e-01, -3.70639e-01
9.27562e-01, 1.60417e+00, -8.33625e-02, 4.37442e-01, -3.65777e-01
9.23846e-01, 1.60417e+00, -8.33568e-02, 4.34176e-01, -3.62748e-01
9.15760e-01, 1.60417e+00, -8.33441e-02, 4.27069e-01, -3.61700e-01
9.05736e-01, 1.60417e+00, -8.32701e-02, 4.18259e-01, -3.58261e-01
9.00807e-01, 1.60417e+00, -8.32200e-02, 4.13927e-01, -3.55483e-01
8.94550e-01, 1.60417e+00, -8.31461e-02, 4.08428e-01, -3.54413e-01
8.88269e-01, 1.60417e+00, -8.30716e-02, 4.02908e-01, -3.54492e-01
8.81605e-01, 1.60417e+00, -8.29969e-02, 3.97051e-01, -3.56764e-01
8.76455e-01, 1.60417e+00, -8.29353e-02, 3.92525e-01, -3.58261e-01
8.59187e-01, 1.60417e+00, -8.25726e-02, 3.77348e-01, -3.47781e-01
8.58571e-01, 1.60417e+00, -8.25593e-02, 3.76806e-01, -3.47326e-01
8.58128e-01, 1.60417e+00, -8.25469e-02, 3.76418e-01, -3.47407e-01
8.55657e-01, 1.60417e+00, -8.24743e-02, 3.74245e-01, -3.47271e-01
8.36639e-01, 1.60417e+00, -8.19218e-02, 3.57531e-01, -3.47731e-01
8.32451e-01, 1.60417e+00, -8.17802e-02, 3.53851e-01, -3.43940e-01
8.18591e-01, 1.60417e+00, -8.12320e-02, 3.41669e-01, -3.32530e-01
8.14082e-01, 1.60417e+00, -8.10413e-02, 3.37706e-01, -3.29974e-01
8.05169e-01, 1.60417e+00, -8.06719e-02, 3.29872e-01, -3.24721e-01
7.98711e-01, 1.60417e+00, -8.03837e-02, 3.24197e-01, -3.23640e-01
7.88974e-01, 1.60417e+00, -7.99356e-02, 3.15639e-01, -3.22277e-01
7.75575e-01, 1.60417e+00, -7.92371e-02, 3.03863e-01, -3.14616e-01
7.72409e-01, 1.60417e+00, -7.90722e-02, 3.01080e-01, -3.13074e-01
7.69497e-01, 1.60417e+00, -7.89143e-02, 2.98521e-01, -3.13763e-01
7.57461e-01, 1.60417e+00, -7.82716e-02, 2.87943e-01, -3.17306e-01
7.45422e-01, 1.60417e+00, -7.75286e-02, 2.77363e-01, -3.17915e-01
7.42627e-01, 1.60417e+00, -7.73560e-02, 2.74906e-01, -3.17862e-01
